Candidato,Método,Intención de voto (%),L. Inferior,L. Superior
Bermúdez,BootMediana-ICQ,9.400000000000001e-4,0,0
Correa,BootMediana-ICQ,1.83555,1.4,2.1
Corredor,BootMediana-ICQ,3.48163,3.1,4
Duque,BootMediana-ICQ,2.31164,1.35,4.05
Gutiérrez,BootMediana-ICQ,62.63132,56,64.8
Hernández,BootMediana-ICQ,0.51729,0,0.7
Rendón,BootMediana-ICQ,0.41408,0,0.9
Restrepo,BootMediana-ICQ,0.36837,0,0.9
Tobón,BootMediana-ICQ,2.93528,2.7,3.3
Upegui,BootMediana-ICQ,13.99656,13.3,14.5
Valderrama,BootMediana-ICQ,0.36521,0,0.7
Mejía,BootMediana-ICQ,6e-5,0,0
Voto en Blanco,BootMediana-ICQ,6.91122,6.2,7.6
Ninguno,BootMediana-ICQ,4.22146,2,7.4
NS/NR,BootMediana-ICQ,6.84332,5.2,10
Aguinaga,BootMáximo-ICQ,3.84723,3.1,4
Ballesteros,BootMáximo-ICQ,0.78166,0.6,0.8
Bermúdez,BootMáximo-ICQ,1.46278,0.6,1.8
Correa,BootMáximo-ICQ,11.444569999999999,4.5,13.7
Corredor,BootMáximo-ICQ,10.81654,7.6,12.1
Duque,BootMáximo-ICQ,4.445819999999999,2.5,5.3
Gutiérrez,BootMáximo-ICQ,70.18144,68.1,71.1
Hernández,BootMáximo-ICQ,0.76223,0.7,0.8
Rendón,BootMáximo-ICQ,7.375570000000001,3.5,7.9
Restrepo,BootMáximo-ICQ,8.022920000000001,2.3,10.3
Tobón,BootMáximo-ICQ,6.75442,4.9,7.5
Upegui,BootMáximo-ICQ,22.51001,16.6,24.1
Valderrama,BootMáximo-ICQ,6.35149,2.5,8.3
Mejía,BootMáximo-ICQ,2.72396,0.6,3.7
Voto en Blanco,BootMáximo-ICQ,19.83403,8.6,21.7
Ninguno,BootMáximo-ICQ,6.52322,3,7.4
NS/NR,BootMáximo-ICQ,13.14198,10,13.9
